Brand,Model,Year,Body Type,Cylinders,Fuel Economy Highway,Fuel Economy City,Fuel Economy Average,Seats,Transmission,Make,Style,Horsepower,Fuel Type,Color,Miles Driven,Condition,Title Status,Damages,Number of Owners,Title Available,Payment Status,Sale Price
Nissan,Rogue,2020,Convertible,4,26.1,21.6,23.9,5,Dual-Clutch,Nissan,Nissan Rogue Convertible,490,Hybrid,Blue,65124,Used,Salvage,Frame Damage,2,Not Available,Paid,7118.74
Chevrolet,Silverado,2011,Sedan,3,28.9,25.7,27.3,6,Dual-Clutch,Chevrolet,Chevrolet Silverado Sedan,470,Hybrid,Blue,189409,New,Rebuilt,Flood Damage,4,Available,Unpaid,43509.03
Ford,Explorer,2022,Truck,12,29.9,23,26.4,7,Dual-Clutch,Ford,Ford Explorer Truck,294,Hybrid,Blue,212095,New,Salvage,Minor Scratches,5,Not Available,Paid,78352.69
Chevrolet,Malibu,2008,Truck,4,19.7,15.4,17.6,2,Manual,Chevrolet,Chevrolet Malibu Truck,568,Hybrid,Blue,38651,New,Clean,None,2,Not Available,Paid,74670.03
Mercedes,C-Class,2010,Sedan,4,30.8,27.9,29.4,2,Automatic,Mercedes,Mercedes C-Class Sedan,384,Hybrid,Blue,109807,Used,Clean,None,4,Available,Paid,34635.29
Hyundai,Santa Fe,2017,Hatchback,10,28.3,22.8,25.6,5,Dual-Clutch,Hyundai,Hyundai Santa Fe Hatchback,329,Hybrid,Blue,98448,Used,Rebuilt,Flood Damage,5,Available,Unpaid,44828.88
Mercedes,S-Class,2015,Truck,10,14.3,11.4,12.9,2,Manual,Mercedes,Mercedes S-Class Truck,112,Hybrid,Blue,122101,New,Rebuilt,Minor Scratches,2,Available,Unpaid,70466.21
Mercedes,GLC,1999,Convertible,8,21.1,16.8,19,3,Dual-Clutch,Mercedes,Mercedes GLC Convertible,187,Hybrid,Blue,99310,New,Salvage,Flood Damage,4,Not Available,Unpaid,20818.73
BMW,X3,1998,Sedan,4,23.1,18.4,20.8,2,Automatic,BMW,BMW X3 Sedan,169,Hybrid,Blue,106999,Used,Salvage,Severe Collision,4,Available,Unpaid,50610.35
Nissan,Altima,2021,Hatchback,6,28.2,21.1,24.6,6,Automatic,Nissan,Nissan Altima Hatchback,592,Hybrid,Blue,124485,Used,Clean,None,2,Available,Unpaid,73251.97
Toyota,Corolla,2016,SUV,3,36.6,27.7,32.1,2,CVT,Toyota,Toyota Corolla SUV,194,Hybrid,Blue,70605,Used,Clean,None,4,Not Available,Unpaid,21400.23
Hyundai,Sonata,2012,Sedan,12,27.1,24.9,26,4,Dual-Clutch,Hyundai,Hyundai Sonata Sedan,571,Hybrid,Blue,144139,New,Salvage,Frame Damage,4,Not Available,Paid,74836.44
Nissan,Pathfinder,2011,Wagon,4,32.5,25.9,29.2,6,Manual,Nissan,Nissan Pathfinder Wagon,172,Hybrid,Blue,127790,Used,Salvage,Minor Scratches,3,Available,Unpaid,62280.43
Kia,Optima,2007,Wagon,6,30.3,23.4,26.9,5,CVT,Kia,Kia Optima Wagon,373,Hybrid,Blue,196131,Used,Salvage,Flood Damage,4,Available,Paid,45568.84
Nissan,Pathfinder,2003,Hatchback,4,23.6,14.9,19.2,4,Automatic,Nissan,Nissan Pathfinder Hatchback,376,Hybrid,Blue,70037,Used,Rebuilt,Flood Damage,3,Not Available,Unpaid,8680.7
Honda,Accord,2009,Truck,3,29.8,23.6,26.7,2,CVT,Honda,Honda Accord Truck,536,Hybrid,Blue,203612,Used,Salvage,Flood Damage,1,Not Available,Unpaid,69413.77
Ford,F-150,2014,Hatchback,4,16.6,12.4,14.5,5,Dual-Clutch,Ford,Ford F-150 Hatchback,495,Hybrid,Blue,175414,New,Rebuilt,Flood Damage,4,Not Available,Paid,73720.62
Honda,Fit,2016,Truck,4,32,26.3,29.1,6,Dual-Clutch,Honda,Honda Fit Truck,215,Hybrid,Blue,65001,Used,Rebuilt,Frame Damage,4,Available,Unpaid,16179.34
Mercedes,GLE,2017,Hatchback,6,15.8,12.7,14.2,7,Manual,Mercedes,Mercedes GLE Hatchback,532,Hybrid,Blue,180104,New,Salvage,Frame Damage,3,Available,Paid,55320.85
BMW,X5,2022,Wagon,6,24.4,22.2,23.3,6,Dual-Clutch,BMW,BMW X5 Wagon,117,Hybrid,Blue,161096,New,Salvage,Flood Damage,5,Available,Paid,71672.38
Nissan,Altima,2015,Wagon,10,32.4,27,29.7,6,Dual-Clutch,Nissan,Nissan Altima Wagon,572,Hybrid,Blue,65544,New,Rebuilt,Minor Scratches,5,Available,Unpaid,57159.11
Mercedes,C-Class,2004,Convertible,8,30.1,26.2,28.1,4,CVT,Mercedes,Mercedes C-Class Convertible,163,Hybrid,Blue,93411,New,Clean,None,5,Not Available,Paid,79367.55
Chevrolet,Tahoe,2006,SUV,4,13.2,10,11.6,2,Dual-Clutch,Chevrolet,Chevrolet Tahoe SUV,153,Hybrid,Blue,91160,Used,Rebuilt,Severe Collision,3,Available,Paid,44749.48
Subaru,Outback,2008,Truck,8,24.6,18.2,21.4,4,Automatic,Subaru,Subaru Outback Truck,453,Hybrid,Blue,157473,New,Rebuilt,Minor Scratches,4,Available,Paid,20406.8
Kia,Sportage,2003,Coupe,3,28.9,20.8,24.9,2,Manual,Kia,Kia Sportage Coupe,422,Hybrid,Blue,58028,New,Clean,None,4,Available,Paid,8883.69
Nissan,Rogue,2009,Sedan,12,23.2,13.6,18.4,6,Automatic,Nissan,Nissan Rogue Sedan,291,Hybrid,Blue,236517,Used,Salvage,Severe Collision,1,Not Available,Paid,79450.47
BMW,X5,2021,SUV,3,33.9,28.3,31.1,7,Dual-Clutch,BMW,BMW X5 SUV,264,Hybrid,Blue,247980,New,Salvage,Severe Collision,4,Available,Paid,39661.12
Ford,F-150,2022,Hatchback,10,31.2,26,28.6,3,CVT,Ford,Ford F-150 Hatchback,216,Hybrid,Blue,54266,New,Rebuilt,Frame Damage,3,Not Available,Paid,10464.92
Nissan,Frontier,1996,Coupe,6,16.6,12.7,14.7,4,Manual,Nissan,Nissan Frontier Coupe,293,Hybrid,Blue,7375,Used,Clean,None,2,Available,Unpaid,78857.31
Ford,F-150,1998,SUV,8,30.4,24.7,27.5,6,CVT,Ford,Ford F-150 SUV,521,Hybrid,Blue,163931,Used,Salvage,Frame Damage,2,Available,Unpaid,42950.4
Honda,Fit,2006,Wagon,10,23.8,18.2,21,3,Manual,Honda,Honda Fit Wagon,257,Hybrid,Blue,241333,New,Rebuilt,Flood Damage,2,Not Available,Paid,27724.88
Hyundai,Kona,2017,SUV,10,26.4,20.5,23.4,5,Manual,Hyundai,Hyundai Kona SUV,123,Hybrid,Blue,106662,New,Clean,None,4,Not Available,Unpaid,67935.37
Honda,Accord,2005,Coupe,12,36,27,31.5,7,Manual,Honda,Honda Accord Coupe,108,Hybrid,Blue,8044,Used,Clean,None,4,Not Available,Unpaid,70125.62
Mercedes,C-Class,1997,Truck,8,26.3,22.7,24.5,2,Dual-Clutch,Mercedes,Mercedes C-Class Truck,580,Hybrid,Blue,194025,New,Rebuilt,Flood Damage,4,Available,Unpaid,57123.72
BMW,M4,2022,Hatchback,12,34.8,25.4,30.1,5,Automatic,BMW,BMW M4 Hatchback,514,Hybrid,Blue,129723,New,Salvage,Frame Damage,3,Available,Unpaid,33888.81
Chevrolet,Malibu,2011,Coupe,3,28.2,22.8,25.5,6,Dual-Clutch,Chevrolet,Chevrolet Malibu Coupe,303,Hybrid,Blue,70538,New,Salvage,Flood Damage,5,Not Available,Unpaid,46699.39
Honda,CR-V,2000,SUV,10,27.2,18.9,23,5,Manual,Honda,Honda CR-V SUV,313,Hybrid,Blue,241175,New,Clean,None,4,Not Available,Paid,79436.23
Ford,Escape,1996,Convertible,10,24.8,22.4,23.6,7,Manual,Ford,Ford Escape Convertible,221,Hybrid,Blue,201003,New,Clean,None,2,Available,Unpaid,64644.59
Kia,Telluride,2008,Hatchback,3,36.3,27.3,31.8,4,Dual-Clutch,Kia,Kia Telluride Hatchback,286,Hybrid,Blue,230991,Used,Clean,None,1,Not Available,Paid,73916.05
Kia,Optima,2020,Convertible,6,29.4,21.1,25.2,3,Manual,Kia,Kia Optima Convertible,549,Hybrid,Blue,148608,New,Rebuilt,Minor Scratches,3,Available,Unpaid,50731.47
Ford,Mustang,2018,Coupe,8,22.5,15.8,19.1,2,Automatic,Ford,Ford Mustang Coupe,124,Hybrid,Blue,121059,Used,Rebuilt,Flood Damage,4,Not Available,Unpaid,29292.4
Chevrolet,Tahoe,2014,Wagon,12,17,11.8,14.4,3,CVT,Chevrolet,Chevrolet Tahoe Wagon,368,Hybrid,Blue,160036,New,Salvage,Minor Scratches,2,Available,Paid,19203.58
Ford,Fusion,1998,Wagon,10,28.1,25.3,26.7,3,Manual,Ford,Ford Fusion Wagon,306,Hybrid,Blue,92811,New,Salvage,Flood Damage,4,Available,Unpaid,20965.81
Ford,Fusion,2007,Hatchback,3,22.2,19.1,20.6,2,Automatic,Ford,Ford Fusion Hatchback,219,Hybrid,Blue,146823,New,Clean,None,3,Not Available,Unpaid,31973.65
Kia,Soul,2022,Convertible,8,15.4,12.3,13.9,5,Manual,Kia,Kia Soul Convertible,219,Hybrid,Blue,805,New,Salvage,Minor Scratches,2,Available,Unpaid,53551.63
Hyundai,Elantra,1997,Wagon,10,27,23.9,25.4,6,CVT,Hyundai,Hyundai Elantra Wagon,186,Hybrid,Blue,14052,New,Rebuilt,Severe Collision,4,Available,Unpaid,45593.47
Subaru,Outback,2000,Truck,10,29.7,22.1,25.9,3,Manual,Subaru,Subaru Outback Truck,206,Hybrid,Blue,29927,New,Rebuilt,Flood Damage,5,Available,Unpaid,10317.9
Kia,Soul,1997,Coupe,6,27,23.4,25.2,3,CVT,Kia,Kia Soul Coupe,344,Hybrid,Blue,104799,Used,Clean,None,4,Available,Unpaid,31170.13
Kia,Telluride,2023,Hatchback,12,29.2,20.7,24.9,5,Dual-Clutch,Kia,Kia Telluride Hatchback,342,Hybrid,Blue,221133,Used,Rebuilt,Minor Scratches,3,Not Available,Unpaid,67002.59
Mercedes,E-Class,1996,Hatchback,8,35.2,25.6,30.4,2,Automatic,Mercedes,Mercedes E-Class Hatchback,162,Hybrid,Blue,712,New,Salvage,Flood Damage,5,Not Available,Unpaid,31912.26
Toyota,Camry,2004,Wagon,6,29,26.8,27.9,3,CVT,Toyota,Toyota Camry Wagon,265,Hybrid,Blue,168327,Used,Clean,None,4,Available,Unpaid,43021.9
Chevrolet,Impala,2001,SUV,6,36.6,28.7,32.6,2,CVT,Chevrolet,Chevrolet Impala SUV,493,Hybrid,Blue,983,New,Salvage,Minor Scratches,1,Not Available,Paid,77218.06
Subaru,Forester,2019,Coupe,3,27.5,23.6,25.6,6,Automatic,Subaru,Subaru Forester Coupe,320,Hybrid,Blue,90524,Used,Salvage,Frame Damage,3,Available,Unpaid,63463.06
BMW,M4,1996,Coupe,8,20.9,14.4,17.6,3,Automatic,BMW,BMW M4 Coupe,172,Hybrid,Blue,225795,New,Salvage,Severe Collision,5,Available,Paid,70723.65
Toyota,RAV4,1995,Hatchback,12,22.7,17.6,20.1,2,Manual,Toyota,Toyota RAV4 Hatchback,539,Hybrid,Blue,15187,New,Salvage,Severe Collision,1,Not Available,Paid,24666.91
Honda,Pilot,2017,Coupe,4,29.9,21.2,25.5,6,Manual,Honda,Honda Pilot Coupe,496,Hybrid,Blue,222829,Used,Rebuilt,Minor Scratches,5,Available,Unpaid,64818.2
Ford,Explorer,2017,Wagon,12,17.6,12.3,15,7,Manual,Ford,Ford Explorer Wagon,192,Hybrid,Blue,161023,Used,Clean,None,1,Not Available,Unpaid,48595.38
Chevrolet,Malibu,2014,Truck,12,20.3,14.1,17.2,7,Dual-Clutch,Chevrolet,Chevrolet Malibu Truck,509,Hybrid,Blue,164711,New,Clean,None,2,Available,Unpaid,8489.74
Kia,Sorento,2019,Truck,8,24.1,18.2,21.1,7,Manual,Kia,Kia Sorento Truck,509,Hybrid,Blue,95996,Used,Clean,None,4,Not Available,Unpaid,30071.99
Chevrolet,Malibu,2015,Truck,3,26.9,18.3,22.6,6,CVT,Chevrolet,Chevrolet Malibu Truck,116,Hybrid,Blue,193626,New,Salvage,Flood Damage,1,Not Available,Unpaid,62741.56
Ford,Mustang,2015,Wagon,12,14.3,11,12.7,2,Automatic,Ford,Ford Mustang Wagon,479,Hybrid,Blue,185508,Used,Rebuilt,Flood Damage,4,Not Available,Paid,71724.96
Ford,Mustang,2012,Coupe,4,31,26.5,28.8,4,Dual-Clutch,Ford,Ford Mustang Coupe,164,Hybrid,Blue,97898,New,Rebuilt,Frame Damage,3,Available,Paid,43675.98
Ford,F-150,1999,Sedan,4,28.3,23,25.6,3,Manual,Ford,Ford F-150 Sedan,174,Hybrid,Blue,170257,New,Salvage,Minor Scratches,1,Available,Unpaid,37963.61
Mercedes,GLE,2021,Sedan,8,27.5,17.7,22.6,7,CVT,Mercedes,Mercedes GLE Sedan,203,Hybrid,Blue,202674,Used,Rebuilt,Flood Damage,3,Available,Paid,10461.41
BMW,X3,2023,Sedan,4,15.4,12.1,13.8,2,Manual,BMW,BMW X3 Sedan,593,Gasoline,Blue,110617,New,Rebuilt,Frame Damage,4,Available,Unpaid,79095.99
Kia,Sorento,2013,Wagon,10,28.6,24.4,26.5,2,Automatic,Kia,Kia Sorento Wagon,122,Gasoline,Blue,108759,Used,Rebuilt,Severe Collision,2,Available,Unpaid,78459.08
Toyota,Highlander,2018,Hatchback,10,25.3,18.1,21.7,7,Dual-Clutch,Toyota,Toyota Highlander Hatchback,364,Gasoline,Blue,28856,Used,Clean,None,1,Available,Paid,26234.78
Mercedes,GLC,2004,Wagon,12,18.2,11.9,15.1,6,Automatic,Mercedes,Mercedes GLC Wagon,305,Gasoline,Blue,106344,Used,Salvage,Frame Damage,2,Available,Unpaid,74479.24
Kia,Sorento,2023,Convertible,10,30.8,27.8,29.3,2,Dual-Clutch,Kia,Kia Sorento Convertible,208,Gasoline,Blue,29924,Used,Clean,None,4,Available,Paid,13190.8
Kia,Sorento,1997,Sedan,12,24,14.5,19.2,6,Automatic,Kia,Kia Sorento Sedan,112,Gasoline,Blue,136481,New,Salvage,Frame Damage,3,Not Available,Unpaid,12937.74
Hyundai,Elantra,2019,Truck,3,22.3,14.6,18.4,4,Dual-Clutch,Hyundai,Hyundai Elantra Truck,204,Gasoline,Blue,129549,Used,Rebuilt,Minor Scratches,3,Not Available,Paid,73948.44
Chevrolet,Silverado,2019,Truck,4,20,16.8,18.4,3,Automatic,Chevrolet,Chevrolet Silverado Truck,238,Gasoline,Blue,31404,New,Rebuilt,Severe Collision,5,Not Available,Paid,70166
Nissan,Frontier,2016,Sedan,6,22.6,19.1,20.9,5,Automatic,Nissan,Nissan Frontier Sedan,158,Gasoline,Blue,66470,New,Salvage,Frame Damage,3,Available,Unpaid,79028.99
Mercedes,C-Class,2006,Coupe,6,28.3,21.6,25,7,Automatic,Mercedes,Mercedes C-Class Coupe,431,Gasoline,Blue,86876,New,Salvage,Flood Damage,2,Not Available,Paid,69014.81
Toyota,Highlander,2007,Truck,4,19.9,10.3,15.1,6,Manual,Toyota,Toyota Highlander Truck,163,Gasoline,Blue,218819,New,Clean,None,5,Not Available,Paid,5254.3
Nissan,Altima,1999,SUV,12,26.9,24.7,25.8,4,CVT,Nissan,Nissan Altima SUV,535,Gasoline,Blue,74037,New,Salvage,Frame Damage,5,Not Available,Paid,67375.17
Hyundai,Elantra,2010,Truck,3,32.1,23.3,27.7,7,CVT,Hyundai,Hyundai Elantra Truck,162,Gasoline,Blue,109175,Used,Salvage,Minor Scratches,1,Available,Paid,44104.02
Mercedes,GLE,2019,SUV,12,28.4,24.1,26.2,6,Dual-Clutch,Mercedes,Mercedes GLE SUV,144,Gasoline,Blue,118642,New,Rebuilt,Frame Damage,3,Not Available,Paid,42677.13
Chevrolet,Malibu,2004,Wagon,3,38.4,28.7,33.5,2,Manual,Chevrolet,Chevrolet Malibu Wagon,458,Gasoline,Blue,11749,Used,Salvage,Minor Scratches,5,Not Available,Paid,58848.59
Mercedes,E-Class,2022,Wagon,8,22.5,16.3,19.4,3,CVT,Mercedes,Mercedes E-Class Wagon,293,Gasoline,Blue,74521,New,Salvage,Flood Damage,1,Not Available,Unpaid,79938.88
Subaru,Legacy,2011,SUV,6,30.1,27.5,28.8,4,Dual-Clutch,Subaru,Subaru Legacy SUV,302,Gasoline,Blue,15233,Used,Salvage,Frame Damage,5,Available,Paid,78218.99
Toyota,Corolla,1995,Coupe,6,29.8,21.9,25.9,2,CVT,Toyota,Toyota Corolla Coupe,219,Gasoline,Blue,69842,New,Rebuilt,Severe Collision,3,Not Available,Unpaid,37032.46
Chevrolet,Equinox,2000,Coupe,6,26.5,23.6,25.1,3,Automatic,Chevrolet,Chevrolet Equinox Coupe,441,Gasoline,Blue,22001,Used,Salvage,Minor Scratches,2,Not Available,Unpaid,10840.81
Hyundai,Kona,2015,Sedan,6,28.8,26.2,27.5,2,CVT,Hyundai,Hyundai Kona Sedan,282,Gasoline,Blue,245753,New,Rebuilt,Flood Damage,1,Available,Paid,78577.76
Ford,F-150,2009,Hatchback,6,22.9,19.4,21.1,3,Manual,Ford,Ford F-150 Hatchback,469,Gasoline,Blue,48957,Used,Salvage,Severe Collision,5,Available,Unpaid,53978.88
Mercedes,GLE,2015,Sedan,4,17.6,13.1,15.4,3,CVT,Mercedes,Mercedes GLE Sedan,121,Gasoline,Blue,235819,New,Clean,None,1,Available,Unpaid,57745.49
BMW,M4,2012,Hatchback,12,20.7,14.5,17.6,3,Dual-Clutch,BMW,BMW M4 Hatchback,336,Gasoline,Blue,108618,New,Salvage,Frame Damage,3,Available,Unpaid,18806.45
Subaru,Forester,2001,Wagon,4,21.2,15.3,18.2,7,Manual,Subaru,Subaru Forester Wagon,435,Gasoline,Blue,91962,Used,Salvage,Severe Collision,1,Not Available,Unpaid,9858.37
Ford,Fusion,2005,SUV,4,30,23.2,26.6,6,Automatic,Ford,Ford Fusion SUV,162,Gasoline,Blue,112004,Used,Clean,None,4,Available,Paid,58993.26
Subaru,Legacy,2009,SUV,10,35.6,28.5,32,2,Manual,Subaru,Subaru Legacy SUV,417,Gasoline,Blue,137971,Used,Clean,None,2,Available,Paid,55955.69
Ford,F-150,2021,Truck,3,31.2,28.2,29.7,3,Dual-Clutch,Ford,Ford F-150 Truck,111,Gasoline,Blue,47231,New,Clean,None,1,Available,Unpaid,63220.87
Toyota,Corolla,1997,Coupe,6,22.9,17.6,20.2,6,Automatic,Toyota,Toyota Corolla Coupe,582,Gasoline,Blue,240440,New,Rebuilt,Minor Scratches,2,Not Available,Unpaid,25232.03
Subaru,Legacy,2022,Truck,10,24.9,22.4,23.6,7,Automatic,Subaru,Subaru Legacy Truck,564,Gasoline,Blue,194175,Used,Rebuilt,Frame Damage,4,Available,Unpaid,19549.17
Chevrolet,Tahoe,2018,Convertible,4,25.7,20.4,23,6,CVT,Chevrolet,Chevrolet Tahoe Convertible,191,Gasoline,Blue,66947,Used,Salvage,Flood Damage,3,Available,Paid,74828.86
Honda,Fit,2008,Wagon,4,24.3,15.5,19.9,3,Manual,Honda,Honda Fit Wagon,540,Gasoline,Blue,142996,Used,Rebuilt,Frame Damage,1,Not Available,Unpaid,46988.4
Kia,Soul,1995,Coupe,6,34.3,26.1,30.2,2,CVT,Kia,Kia Soul Coupe,544,Gasoline,Blue,51226,New,Clean,None,5,Available,Unpaid,32280.28
Toyota,RAV4,2002,SUV,8,28,18.8,23.4,6,Dual-Clutch,Toyota,Toyota RAV4 SUV,460,Gasoline,Blue,120253,Used,Rebuilt,Severe Collision,1,Available,Paid,59245.64
BMW,5 Series,2008,Convertible,12,29.1,25.5,27.3,6,Automatic,BMW,BMW 5 Series Convertible,402,Gasoline,Blue,83048,Used,Rebuilt,Minor Scratches,3,Not Available,Unpaid,20244.66
Mercedes,E-Class,2004,Wagon,4,36.3,28.3,32.3,2,Dual-Clutch,Mercedes,Mercedes E-Class Wagon,375,Gasoline,Blue,217414,Used,Rebuilt,Minor Scratches,2,Available,Paid,35916.23
Nissan,Frontier,1999,Convertible,10,27.1,18.9,23,7,Automatic,Nissan,Nissan Frontier Convertible,284,Gasoline,Blue,189615,Used,Clean,None,5,Not Available,Unpaid,73771.07
Toyota,RAV4,2018,Coupe,3,35.5,27.1,31.3,7,Manual,Toyota,Toyota RAV4 Coupe,218,Gasoline,Blue,31361,Used,Rebuilt,Flood Damage,2,Not Available,Unpaid,53028.82
Toyota,Camry,2003,Coupe,3,28.6,25.9,27.2,4,CVT,Toyota,Toyota Camry Coupe,562,Gasoline,Blue,203734,Used,Clean,None,4,Available,Unpaid,19017.86
BMW,5 Series,2011,Wagon,3,29.6,24.1,26.9,4,Automatic,BMW,BMW 5 Series Wagon,506,Gasoline,Blue,137661,New,Rebuilt,Flood Damage,4,Not Available,Paid,62046.27
Toyota,Corolla,2010,SUV,10,21.1,12.7,16.9,5,CVT,Toyota,Toyota Corolla SUV,581,Gasoline,Blue,212883,New,Salvage,Minor Scratches,5,Not Available,Paid,11362.49
Nissan,Pathfinder,2009,Hatchback,3,30.1,23.5,26.8,2,Automatic,Nissan,Nissan Pathfinder Hatchback,218,Gasoline,Blue,106430,New,Salvage,Severe Collision,2,Not Available,Unpaid,5101.19
Subaru,Legacy,2007,Sedan,4,34.8,26.1,30.4,6,Manual,Subaru,Subaru Legacy Sedan,384,Gasoline,Blue,105650,New,Clean,None,5,Available,Unpaid,6765.61
Toyota,RAV4,2022,Sedan,12,18.3,12.4,15.4,3,Automatic,Toyota,Toyota RAV4 Sedan,164,Gasoline,Blue,169660,New,Salvage,Severe Collision,4,Available,Unpaid,18172.87
BMW,3 Series,2005,Coupe,8,14.3,11.1,12.7,7,Dual-Clutch,BMW,BMW 3 Series Coupe,484,Gasoline,Blue,184771,Used,Salvage,Frame Damage,4,Not Available,Unpaid,51800.88
Toyota,RAV4,2021,Coupe,8,31.4,27.9,29.6,7,CVT,Toyota,Toyota RAV4 Coupe,117,Gasoline,Blue,147318,New,Rebuilt,Flood Damage,3,Available,Unpaid,62149.98
Hyundai,Sonata,2016,Wagon,6,32.4,26.9,29.6,7,Dual-Clutch,Hyundai,Hyundai Sonata Wagon,270,Gasoline,Blue,59609,Used,Salvage,Frame Damage,4,Available,Paid,61061.26
Nissan,Altima,2005,Coupe,6,29.6,22.9,26.2,5,Automatic,Nissan,Nissan Altima Coupe,542,Gasoline,Blue,90540,Used,Clean,None,4,Not Available,Unpaid,25120.91
BMW,X3,2021,Wagon,8,24.7,18.5,21.6,3,Manual,BMW,BMW X3 Wagon,299,Gasoline,Blue,102476,New,Rebuilt,Flood Damage,1,Available,Paid,72548.13
Toyota,Camry,2016,Wagon,8,34.1,28.6,31.4,2,CVT,Toyota,Toyota Camry Wagon,591,Gasoline,Blue,34907,Used,Clean,None,1,Available,Paid,60008.8
Kia,Telluride,1995,Wagon,3,25.5,15.5,20.5,5,Manual,Kia,Kia Telluride Wagon,388,Gasoline,Blue,244644,New,Salvage,Minor Scratches,1,Not Available,Paid,16152.44
Chevrolet,Tahoe,2014,SUV,10,36.8,27,31.9,3,CVT,Chevrolet,Chevrolet Tahoe SUV,118,Gasoline,Blue,223423,Used,Rebuilt,Flood Damage,2,Available,Paid,66697.66
Ford,F-150,1995,Coupe,8,31.4,21.7,26.5,2,Automatic,Ford,Ford F-150 Coupe,420,Gasoline,Blue,66442,New,Rebuilt,Flood Damage,4,Not Available,Paid,32956.28
BMW,X5,2020,Truck,10,21.3,18.5,19.9,5,Manual,BMW,BMW X5 Truck,595,Gasoline,Blue,109289,New,Rebuilt,Flood Damage,3,Available,Paid,24328.8
BMW,3 Series,2013,Convertible,10,20.4,13.2,16.8,7,Dual-Clutch,BMW,BMW 3 Series Convertible,456,Gasoline,Blue,208532,Used,Rebuilt,Minor Scratches,5,Not Available,Paid,36047.58
BMW,5 Series,1999,Convertible,4,30,26,28,6,CVT,BMW,BMW 5 Series Convertible,254,Gasoline,Blue,63954,New,Clean,None,3,Available,Paid,22819.54
Ford,Escape,1998,Wagon,4,29.8,20.9,25.4,7,Automatic,Ford,Ford Escape Wagon,489,Gasoline,Blue,98556,Used,Clean,None,5,Not Available,Paid,11914.73
Hyundai,Santa Fe,2022,Hatchback,3,17.8,10.5,14.2,2,CVT,Hyundai,Hyundai Santa Fe Hatchback,446,Gasoline,Blue,134535,New,Salvage,Severe Collision,1,Not Available,Unpaid,57125.84
Kia,Telluride,1995,Sedan,3,21.2,16.8,19,2,Automatic,Kia,Kia Telluride Sedan,214,Gasoline,Blue,26082,New,Rebuilt,Frame Damage,5,Available,Paid,22271.84
Chevrolet,Silverado,2015,Truck,10,20,12.3,16.1,5,Manual,Chevrolet,Chevrolet Silverado Truck,379,Gasoline,Blue,150787,New,Clean,None,1,Available,Paid,30739.69
Ford,Mustang,2014,Convertible,3,17.4,13.3,15.3,2,Manual,Ford,Ford Mustang Convertible,106,Gasoline,Blue,194964,New,Clean,None,4,Not Available,Unpaid,57809.82
Hyundai,Kona,2010,Coupe,3,15.3,10.9,13.1,3,CVT,Hyundai,Hyundai Kona Coupe,263,Gasoline,Blue,109007,Used,Rebuilt,Minor Scratches,4,Not Available,Unpaid,22385.71
Subaru,Forester,2022,Coupe,4,19.9,10.9,15.4,4,Automatic,Subaru,Subaru Forester Coupe,439,Gasoline,Blue,162226,Used,Salvage,Frame Damage,3,Not Available,Paid,24226.19
Subaru,Impreza,2004,Wagon,10,31,23,27,7,Automatic,Subaru,Subaru Impreza Wagon,104,Gasoline,Blue,160580,New,Salvage,Flood Damage,2,Available,Paid,21413.04
Nissan,Altima,2002,Hatchback,12,30.7,25.4,28,2,Dual-Clutch,Nissan,Nissan Altima Hatchback,517,Gasoline,Blue,102569,New,Clean,None,2,Not Available,Paid,59976.3
Toyota,Highlander,2002,Truck,3,32.9,23.1,28,2,Dual-Clutch,Toyota,Toyota Highlander Truck,306,Gasoline,Blue,97559,Used,Clean,None,1,Not Available,Unpaid,35124.95
Hyundai,Sonata,2008,Truck,4,24.8,17.8,21.3,5,Dual-Clutch,Hyundai,Hyundai Sonata Truck,337,Gasoline,Blue,165567,Used,Rebuilt,Frame Damage,2,Available,Unpaid,63961.07
Chevrolet,Impala,2018,Coupe,4,26,22.7,24.4,2,Automatic,Chevrolet,Chevrolet Impala Coupe,540,Gasoline,Blue,2091,Used,Clean,None,2,Not Available,Unpaid,75024.53
Chevrolet,Impala,1998,Wagon,4,31.2,25.4,28.3,2,Manual,Chevrolet,Chevrolet Impala Wagon,247,Gasoline,Blue,74396,Used,Salvage,Severe Collision,4,Not Available,Paid,44621.54
Subaru,Forester,2021,Truck,8,23.8,14.9,19.4,2,Dual-Clutch,Subaru,Subaru Forester Truck,430,Gasoline,Blue,29969,Used,Clean,None,1,Not Available,Paid,67831.41
Chevrolet,Equinox,2019,Coupe,10,16.5,14.2,15.3,2,Manual,Chevrolet,Chevrolet Equinox Coupe,286,Gasoline,Blue,2398,New,Clean,None,5,Available,Unpaid,64326.61
Chevrolet,Tahoe,2013,Sedan,4,31.8,26.6,29.2,2,Dual-Clutch,Chevrolet,Chevrolet Tahoe Sedan,194,Gasoline,Blue,129807,Used,Clean,None,1,Not Available,Unpaid,27261.48
Mercedes,C-Class,2010,Truck,10,15.3,11.5,13.4,2,CVT,Mercedes,Mercedes C-Class Truck,122,Gasoline,Blue,232347,New,Salvage,Minor Scratches,2,Available,Unpaid,35719.38
BMW,X3,2014,Sedan,3,30.9,25.1,28,3,Manual,BMW,BMW X3 Sedan,522,Gasoline,Blue,57407,Used,Salvage,Severe Collision,2,Available,Unpaid,48803.89
